,Time,RasGDP,GAP,RasGTP,Ras_Raf
254,0.254,19999.998025901143,14999.999890477273,0.00016521118433355614,0.001699364946458727
255,0.255,19999.998031672116,14999.999890541574,0.00016457616943058655,0.0016942932903464957
256,0.256,19999.998037397854,14999.999890603034,0.00016396841244394248,0.0016892367701446054
257,0.257,19999.998043080235,14999.99989066183,0.0001633862519586588,0.0016841953407088829
258,0.258,19999.998048721238,14999.999890718138,0.00016282794275128003,0.0016791689570312758
259,0.259,19999.99805432263,14999.999890772124,0.00016229191902288344,0.0016741575742349449
260,0.26,19999.998059885977,14999.999890823934,0.00016177680685986682,0.001669161147573714
261,0.261,19999.998065412754,14999.999890873698,0.00016128131230762468,0.0016641796324335357
262,0.262,19999.99807090443,14999.999890921556,0.0001608041419779052,0.0016592129843334138
263,0.263,19999.998076362357,14999.999890967629,0.00016034411657979306,0.0016542611589231342
264,0.264,19999.998081787726,14999.999891012027,0.0001599001899550603,0.0016493241119826382
265,0.265,19999.998087181688,14999.999891054851,0.00015947136320385523,0.001644401799422963
266,0.266,19999.99809254537,14999.999891096208,0.00015905666161931153,0.0016394941772862172
267,0.267,19999.998097879805,14999.999891136189,0.00015865518335208891,0.0016346012017444513
268,0.268,19999.99810318591,14999.999891174879,0.0001582661396613306,0.0016297228290986915
269,0.269,19999.998108464577,14999.999891212354,0.00015788875931156817,0.001624859015779985
270,0.27,19999.998113716687,14999.999891248694,0.00015752229059172164,0.0016200097183489985
271,0.271,19999.998118943047,14999.999891283975,0.00015716603374625056,0.0016151748934951533
272,0.272,19999.99812414435,14999.999891318255,0.0001568194074044155,0.0016103544980352307
273,0.273,19999.998129321295,14999.999891351597,0.00015648181399415613,0.0016055484889150446
274,0.274,19999.99813447457,14999.999891384066,0.00015615267299298245,0.001600756823208556
275,0.275,19999.9981396048,14999.999891415708,0.00015583144697107513,0.0015959794581170976
276,0.276,19999.998144712517,14999.999891446578,0.00015551770351610343,0.0015912163509680967
277,0.277,19999.99814979828,14999.999891476718,0.00015521098032558983,0.0015864674592166801
278,0.278,19999.9981548626,14999.999891506179,0.00015491083933384715,0.0015817327404445008
279,0.279,19999.998159905972,14999.999891534997,0.0001546168759375754,0.0015770121523592303
280,0.28,19999.998164928806,14999.999891563213,0.0001543287557678052,0.0015723056527937626
281,0.281,19999.998169931532,14999.999891590862,0.00015404612565410273,0.0015676131997069346
282,0.282,19999.99817491457,14999.999891617974,0.0001537686584000957,0.001562934751182608
283,0.283,19999.99817987827,14999.999891644587,0.00015349604934187483,0.0015582702654293472
284,0.284,19999.998184822984,14999.999891670725,0.00015322803827840024,0.001553619700779921
285,0.285,19999.998189749043,14999.999891696414,0.00015296435547066008,0.001548983015691335
286,0.286,19999.99819465676,14999.999891721685,0.00015270475245377863,0.001544360168744253
287,0.287,19999.99819954644,14999.999891746558,0.00015244899510649952,0.0015397511186426883
288,0.288,19999.99820441834,14999.999891771058,0.00015219688964712168,0.00153515582421348
289,0.289,19999.99820927273,14999.9998917952,0.00015194822468219364,0.001530574244406317
290,0.29,19999.998214109866,14999.99989181901,0.00015170280898639201,0.0015260063382931328
291,0.291,19999.99821892998,14999.999891842506,0.00015146046161306195,0.0015214520650678148
292,0.292,19999.998223733273,14999.999891865698,0.00015122104052938206,0.0015169113840456283
293,0.293,19999.998228519977,14999.999891888612,0.00015098437985742685,0.0015123842546633367
294,0.294,19999.998233290287,14999.999891911255,0.00015075033305658638,0.0015078706364785152
295,0.295,19999.998238044398,14999.999891933647,0.00015051876234709567,0.0015033704891692788
296,0.296,19999.99824278246,14999.999891955797,0.00015028955915557304,0.0014988837725338267
297,0.297,19999.99824750467,14999.999891977715,0.00015006259710689948,0.0014944104464903179
298,0.298,19999.998252211186,14999.999891999418,0.00014983776508301782,0.0014899504710763562
299,0.299,19999.998256902156,14999.999892020916,0.00014961495934010124,0.0014855038064486878
300,0.3,19999.99826157771,14999.999892042215,0.00014939409345388676,0.0014810704128829025
301,0.301,19999.998266238006,14999.999892063328,0.00014917507308110582,0.0014766502507729646
302,0.302,19999.998270883167,14999.999892084263,0.00014895781378813398,0.001472243280630953
303,0.303,19999.998275513324,14999.999892105025,0.00014874223754316916,0.0014678494630867294
304,0.304,19999.99828012858,14999.999892125625,0.00014852828035217183,0.001463468758887769
305,0.305,19999.998284729063,14999.999892146068,0.00014831587117151605,0.00145910112889836
306,0.306,19999.998289314874,14999.999892166357,0.00014810494731887073,0.0014547465340996083
307,0.307,19999.99829388612,14999.999892186506,0.00014789544993877002,0.0014504049355889995
308,0.308,19999.998298442897,14999.999892206515,0.00014768732355555707,0.0014460762945800543
309,0.309,19999.998302985307,14999.999892226393,0.00014748051562632765,0.0014417605724019818
310,0.31,19999.998307513437,14999.999892246145,0.0001472749760938741,0.001437457730499335
311,0.311,19999.998312027383,14999.999892265772,0.00014707065998386906,0.0014331677304316916
312,0.312,19999.99831652722,14999.999892285285,0.00014686752928993243,0.0014288905338733302
313,0.313,19999.99832101304,14999.999892304679,0.0001466655361887586,0.0014246261026127323
314,0.314,19999.99832548493,14999.999892323964,0.0001464646389484076,0.0014203743985523889
315,0.315,19999.998329942966,14999.999892343147,0.00014626479658211113,0.001416135383708409
316,0.316,19999.998334387237,14999.999892362226,0.00014606596843825265,0.0014119090202101721
317,0.317,19999.99833881783,14999.99989238121,0.00014586811379034735,0.0014076952702999864
318,0.318,19999.998343234813,14999.999892400101,0.00014567119142702229,0.0014034940963327392
319,0.319,19999.998347638237,14999.9998924189,0.00014547520537986809,0.0013993054607768535
320,0.32,19999.9983520281,14999.999892437603,0.00014528017917581827,0.0013951293262132274
321,0.321,19999.998356404525,14999.99989245622,0.00014508603759833991,0.00139096565533157
322,0.322,19999.998360767582,14999.999892474749,0.00014489275569923687,0.001386814410934265
323,0.323,19999.998365117335,14999.999892493197,0.0001447003092457795,0.0013826755559346402
324,0.324,19999.998369453842,14999.999892511567,0.0001445086745159839,0.0013785490533566277
325,0.325,19999.998373777165,14999.999892529859,0.00014431782809389013,0.0013744348663344238
326,0.326,19999.99837808737,14999.999892548076,0.00014412774666484117,0.0013703329581121512
327,0.327,19999.998382384485,14999.999892566215,0.0001439384367785652,0.001366243292045437
328,0.328,19999.998386668554,14999.999892584285,0.00014374989716879792,0.0013621658315986732
329,0.329,19999.998390939647,14999.999892602276,0.0001435620909039072,0.0013581005403429033
330,0.33,19999.998395197814,14999.999892620199,0.0001433750028322575,0.0013540473819591788
331,0.331,19999.99839944311,14999.999892638052,0.00014318861817966516,0.0013500063202368595
332,0.332,19999.998403675596,14999.99989265584,0.00014300292241887477,0.0013459773190732805
333,0.333,19999.998407895317,14999.999892673562,0.00014281790113903527,0.0013419603424734145
334,0.334,19999.998412102326,14999.999892691218,0.00014263353991517637,0.0013379553545495384
335,0.335,19999.998416296643,14999.999892708809,0.00014244985271097356,0.0013339623195246014
336,0.336,19999.998420478303,14999.999892726339,0.0001422668335377586,0.001329981201725632
337,0.337,19999.998424647376,14999.999892743801,0.00014208446032393026,0.0013260119655839225
338,0.338,19999.99842880391,14999.999892761203,0.00014190272454669183,0.0013220545756385572
339,0.339,19999.998432947934,14999.999892778545,0.0001417216179390426,0.0013181089965343684
340,0.34,19999.9984370795,14999.999892795828,0.00014154113240935707,0.001314175193021608
341,0.341,19999.998441198655,14999.99989281305,0.00014136125996096424,0.0013102531299556178
342,0.342,19999.998445305446,14999.99989283021,0.0001411819926117268,0.0013063427722965048
343,0.343,19999.998449399896,14999.999892847316,0.00014100333561187315,0.0013024440851136642
344,0.344,19999.998453482043,14999.999892864364,0.0001408252808894824,0.0012985570335757844
345,0.345,19999.99845755195,14999.999892881351,0.000140647818749172,0.0012946815829548216
346,0.346,19999.99846160964,14999.999892898282,0.00014047094331900035,0.001290817698627688
347,0.347,19999.99846565516,14999.99989291516,0.00014029464869957115,0.0012869653460745468
348,0.348,19999.998469688555,14999.999892931979,0.00014011892890305905,0.001283124490878492
349,0.349,19999.998473709864,14999.999892948746,0.00013994377779223476,0.0012792950987252243
350,0.35,19999.99847771913,14999.99989296546,0.00013976918901949055,0.001275477135402732
351,0.351,19999.99848171637,14999.999892982116,0.00013959517205667572,0.0012716705668065528
352,0.352,19999.99848570164,14999.999892998716,0.0001394217164732791,0.0012678753589270768
353,0.353,19999.998489674967,14999.999893015267,0.0001392488151121486,0.0012640914778572875
354,0.354,19999.998493636405,14999.999893031762,0.00013907646315325177,0.0012603188897921398
355,0.355,19999.998497585984,14999.999893048205,0.00013890465563416398,0.0012565575610273955
356,0.356,19999.99850152375,14999.999893064598,0.0001387333874091135,0.001252807457959312
357,0.357,19999.998505449734,14999.99989308094,0.00013856265310802706,0.0012490685470843263
358,0.358,19999.99850936398,14999.999893097227,0.0001383924470955746,0.0012453407949987395
359,0.359,19999.998513266506,14999.999893113465,0.00013822278540926152,0.0012416241684048684
360,0.36,19999.998517157357,14999.999893129652,0.00013805365315713064,0.001237918634095272
361,0.361,19999.998521036578,14999.999893145787,0.00013788504575932035,0.001234224158964576
362,0.362,19999.9985249042,14999.999893161872,0.0001377169596745417,0.0012305407100064475
363,0.363,19999.998528760254,14999.999893177908,0.00013754939133446401,0.0012268682543129744
364,0.364,19999.998532604794,14999.999893193895,0.0001373823371264105,0.001223206759074361
365,0.365,19999.998536437848,14999.999893209833,0.0001372157933760548,0.0012195561915786183
366,0.366,19999.998540259443,14999.999893225724,0.00013704975676581785,0.0012159165192074058
367,0.367,19999.998544069615,14999.999893241562,0.00013688423459042774,0.0012122877093598402
368,0.368,19999.998547868403,14999.999893257356,0.00013671921800783774,0.001208669729685467
369,0.369,19999.99855165584,14999.9998932731,0.0001365547047707633,0.001205062547867212
370,0.37,19999.998555431965,14999.999893288794,0.00013639069275607455,0.0012014661316871644
371,0.371,19999.998559196807,14999.99989330444,0.00013622717996479585,0.0011978804490265771
372,0.372,19999.998562950404,14999.999893320042,0.000136064164522106,0.0011943054678658675
373,0.373,19999.998566692793,14999.999893335595,0.0001359016446773383,0.001190741156284615
374,0.374,19999.998570423995,14999.999893351098,0.0001357396178953087,0.0011871874823984917
375,0.375,19999.998574144058,14999.999893366556,0.00013557807691167434,0.0011836444140854577
376,0.376,19999.998577853017,14999.999893381968,0.00013541702370131308,0.0011801119199553259
377,0.377,19999.9985815509,14999.999893397333,0.00013525645638432212,0.0011765899684408894
378,0.378,19999.998585237743,14999.99989341265,0.00013509637315857614,0.001173078528070886
379,0.379,19999.99858891358,14999.999893427925,0.00013493677229972767,0.0011695775674699974
380,0.38,19999.99859257844,14999.999893443151,0.00013477765216120673,0.001166087055358851
381,0.381,19999.998596232355,14999.999893458331,0.00013461901117422102,0.0011626069605540175
382,0.382,19999.998599875362,14999.999893473465,0.0001344608478477558,0.0011591372519680128
383,0.383,19999.998603507494,14999.999893488555,0.0001343031607685741,0.0011556778986092971
384,0.384,19999.99860712878,14999.9998935036,0.00013414594860121636,0.0011522288695822748
385,0.385,19999.998610739247,14999.9998935186,0.0001339892100880009,0.0011487901340872957
386,0.386,19999.998614338943,14999.999893533552,0.0001338329440490234,0.0011453616614206532
387,0.387,19999.998617927882,14999.999893548458,0.00013367714938215748,0.0011419434209745854
388,0.388,19999.99862150611,14999.999893563323,0.00013352182506305414,0.0011385353822372754
389,0.389,19999.99862507365,14999.99989357814,0.0001333669701451421,0.00113513751479285
390,0.39,19999.998628630543,14999.999893592914,0.00013321257785033742,0.001131749788009217
391,0.391,19999.998632176827,14999.999893607644,0.00013305863993133958,0.001128372171268507
392,0.392,19999.998635712524,14999.999893622331,0.0001329051640276922,0.0011250046348839251
393,0.393,19999.998639237667,14999.999893636972,0.00013275214889012552,0.0011216471487909506
394,0.394,19999.99864275229,14999.999893651571,0.00013259959331587393,0.0011182996830193571
395,0.395,19999.998646256412,14999.999893666125,0.00013244749614867642,0.0011149622076932096
396,0.396,19999.998649750083,14999.999893680635,0.00013229585627877637,0.0011116346930308654
397,0.397,19999.998653233313,14999.999893695101,0.00013214467264292142,0.0011083171093449746
398,0.398,19999.998656706142,14999.999893709526,0.00013199394422436374,0.0011050094270424798
399,0.399,19999.998660168614,14999.999893723905,0.0001318436700528598,0.0011017116166246162
400,0.4,19999.998663620736,14999.999893738242,0.00013169384920467061,0.001098423648686911
401,0.401,19999.998667062555,14999.999893752532,0.00013154448080256143,0.0010951454939191843
402,0.402,19999.99867049409,14999.999893766784,0.00013139556401580194,0.001091877123105548
403,0.403,19999.99867391538,14999.99989378099,0.00013124709806016632,0.0010886185071244078
404,0.404,19999.998677326443,14999.999893795153,0.00013109908219793298,0.0010853696169484607
405,0.405,19999.998680727327,14999.999893809272,0.0001309515157378849,0.001082130423644696
406,0.406,19999.998684118065,14999.999893823351,0.00013080438128505856,0.0010789008962868631
407,0.407,19999.9986874987,14999.999893837388,0.00013065767716372644,0.0010756810059962484
408,0.408,19999.99869086924,14999.999893851385,0.0001305114129524167,0.0010724707253852196
409,0.409,19999.99869422972,14999.999893865337,0.00013036558735979664,0.0010692700257999628
410,0.41,19999.998697580162,14999.99989387925,0.0001302201991079877,0.001066078878676838
411,0.411,19999.99870092061,14999.99989389312,0.00013007524693256565,0.0010628972555423782
412,0.412,19999.99870425108,14999.999893906948,0.0001299307295825606,0.0010597251280132906
413,0.413,19999.998707571616,14999.999893920736,0.00012978664582045677,0.0010565624677964553
414,0.414,19999.99871088223,14999.99989393448,0.00012964299442219272,0.0010534092466889264
415,0.415,19999.998714182966,14999.999893948185,0.00012949977417716133,0.0010502654365779312
416,0.416,19999.99871747385,14999.999893961847,0.0001293569838882096,0.0010471310094408704
417,0.417,19999.9987207549,14999.99989397547,0.00012921462237163898,0.0010440059373453185
418,0.418,19999.99872402616,14999.999893989052,0.00012907268845720505,0.001040890192449024
419,0.419,19999.998727287657,14999.99989400259,0.00012893118098811763,0.0010377837469999077
420,0.42,19999.998730539413,14999.99989401609,0.00012879009882104097,0.0010346865733360652
421,0.421,19999.998733781456,14999.99989402955,0.00012864944082609345,0.001031598643885765
422,0.422,19999.99873701384,14999.99989404297,0.0001285091972907878,0.0010285199278535068
423,0.423,19999.99874023657,14999.99989405635,0.00012836937115115498,0.0010254503994050184
424,0.424,19999.998743449687,14999.999894069688,0.0001282299631160343,0.0010223900319323894
425,0.425,19999.99874665321,14999.999894082986,0.00012809097184648103,0.0010193387981232375
426,0.426,19999.998749847175,14999.999894096247,0.00012795239600688294,0.0010162966707514514
427,0.427,19999.998753031603,14999.999894109465,0.00012781423426495996,0.001013263622677191
428,0.428,19999.998756206525,14999.999894122646,0.00012767648529176447,0.001010239626846888
429,0.429,19999.998759371978,14999.999894135788,0.00012753914776168098,0.0010072246562932451
430,0.43,19999.998762527983,14999.999894148892,0.00012740222035242666,0.0010042186841352364
431,0.431,19999.998765674558,14999.999894161954,0.00012726570174505074,0.0010012216835781078
432,0.432,19999.998768811754,14999.999894174978,0.00012712959062393482,0.0009982336279133759
433,0.433,19999.99877193958,14999.999894187962,0.00012699388567679297,0.0009952544905188284
434,0.434,19999.998775058073,14999.999894200908,0.00012685858559467134,0.0009922842448585253
435,0.435,19999.998778167257,14999.999894213815,0.00012672368907194872,0.0009893228644827971
436,0.436,19999.99878126716,14999.999894226687,0.00012658919480633597,0.000986370323028246
437,0.437,19999.998784357816,14999.999894239516,0.00012645510149985492,0.0009834265942152644
438,0.438,19999.998787439246,14999.999894252309,0.0001263214096312432,0.0009804916473537195
439,0.439,19999.998790511483,14999.999894265062,0.0001261881165402224,0.0009775654598078519
440,0.44,19999.99879357455,14999.999894277778,0.00012605522097841541,0.0009746480054564429
441,0.441,19999.998796628475,14999.999894290455,0.00012592272170238906,0.0009717392582604592
442,0.442,19999.99879967328,14999.999894303097,0.00012579061747365386,0.0009688391922630521
443,0.443,19999.998802709004,14999.9998943157,0.00012565890705866424,0.0009659477815895581
444,0.444,19999.99880573567,14999.999894328266,0.00012552758922881855,0.0009630650004474987
445,0.445,19999.998808753302,14999.999894340794,0.00012539666276045885,0.0009601908231265807
446,0.446,19999.998811761932,14999.999894353285,0.000125266126434871,0.0009573252239986948
447,0.447,19999.998814761573,14999.999894365737,0.0001251359790382849,0.0009544681775179182
448,0.448,19999.99881775227,14999.999894378154,0.000125006219361874,0.0009516196582205122
449,0.449,19999.998820734043,14999.999894390534,0.00012487684620175597,0.0009487796407249234
450,0.45,19999.998823706916,14999.999894402874,0.00012474785835899193,0.0009459480997317833
451,0.451,19999.99882667091,14999.999894415178,0.000124619254639587,0.0009431250100239083
452,0.452,19999.998829626064,14999.999894427448,0.0001244910338544902,0.0009403103464663004
453,0.453,19999.998832572397,14999.999894439681,0.00012436319521279683,0.000937504082728848
454,0.454,19999.998835509945,14999.999894451877,0.0001242357388678421,0.0009347061895123716
455,0.455,19999.99883843872,14999.999894464037,0.00012410866239358575,0.0009319166459949013
456,0.456,19999.998841358763,14999.999894476157,0.00012398196466739106,0.0009291354272186744
457,0.457,19999.998844270085,14999.999894488246,0.00012385564457340162,0.0009263625083021477
458,0.458,19999.998847172727,14999.999894500299,0.00012372970100254144,0.0009235978644399969
459,0.459,19999.998850066706,14999.999894512313,0.0001236041328525148,0.0009208414709031168
460,0.46,19999.99885295204,14999.99989452429,0.0001234789390278066,0.0009180933030386208
461,0.461,19999.998855828777,14999.999894536235,0.000123354118439682,0.0009153533362698423
462,0.462,19999.99885869692,14999.999894548144,0.00012322967000618647,0.0009126215460963329
463,0.463,19999.99886155651,14999.999894560016,0.00012310559265214604,0.0009098979080938638
464,0.464,19999.998864407564,14999.999894571853,0.00012298188530916707,0.0009071823979144248
465,0.465,19999.998867250113,14999.999894583656,0.00012285854691563628,0.0009044749912862248
466,0.466,19999.998870084175,14999.99989459542,0.00012273557641672073,0.0009017756640136923
467,0.467,19999.998872909782,14999.999894607152,0.0001226129727643681,0.0008990843919774743
468,0.468,19999.998875726957,14999.99989461885,0.00012249073491730616,0.0008964011511344372
469,0.469,19999.998878535724,14999.999894630511,0.00012236886184104333,0.0008937259175176662
470,0.47,19999.998881336116,14999.999894642136,0.00012224735250786824,0.0008910586672364655
471,0.471,19999.99888412814,14999.999894653729,0.00012212620589685001,0.0008883993764763584
472,0.472,19999.99888691184,14999.999894665287,0.00012200542099383812,0.0008857480214990878
473,0.473,19999.998889687227,14999.999894676812,0.00012188499679146247,0.0008831045786426148
474,0.474,19999.998892454336,14999.999894688299,0.0001217649322891333,0.0008804690243211202
475,0.475,19999.998895213186,14999.999894699753,0.00012164522649304134,0.0008778413350250035
476,0.476,19999.9988979638,14999.99989471117,0.00012152587841615759,0.0008752214873208835
477,0.477,19999.998900706207,14999.999894722558,0.0001214068870782335,0.000872609457851598
478,0.478,19999.998903440428,14999.99989473391,0.00012128825150580096,0.0008700052233362033
479,0.479,19999.99890616649,14999.999894745228,0.00012116997073217215,0.0008674087605699759
480,0.48,19999.998908884416,14999.999894756511,0.00012105204379743975,0.0008648200464244101
481,0.481,19999.998911594226,14999.999894767761,0.00012093446974847673,0.0008622390578472203
482,0.482,19999.998914295957,14999.999894778977,0.00012081724763893657,0.000859665771862339
483,0.483,19999.99891698961,14999.999894790162,0.00012070037652925301,0.0008571001655699188
484,0.484,19999.998919675232,14999.999894801313,0.00012058385548664029,0.0008545422161463308
485,0.485,19999.99892235284,14999.999894812428,0.00012046767729718705,0.0008519919020384162
486,0.486,19999.998925022464,14999.999894823512,0.0001203518426103674,0.0008494492002770442
487,0.487,19999.998927684115,14999.999894834562,0.00012023635378988533,0.0008469140876450097
488,0.488,19999.99893033782,14999.99989484558,0.00012012120983944379,0.0008443865416407735
489,0.489,19999.99893298361,14999.999894856566,0.00012000640976711956,0.000841866539839473
490,0.49,19999.9989356215,14999.999894867515,0.00011989195258536306,0.0008393540598929212
491,0.491,19999.998938251512,14999.999894878436,0.00011977783731099852,0.000836849079529608
492,0.492,19999.998940873676,14999.99989488932,0.00011966406296522398,0.0008343515765546989
493,0.493,19999.998943488015,14999.999894900175,0.00011955062857361111,0.0008318615288500356
494,0.494,19999.998946094547,14999.999894910998,0.00011943753316610537,0.0008293789143741361
495,0.495,19999.998948693294,14999.999894921788,0.000119324775777026,0.0008269037111621947
496,0.496,19999.998951284288,14999.999894932544,0.00011921235544506595,0.0008244358973260813
497,0.497,19999.998953867544,14999.999894943268,0.00011910027121329197,0.0008219754510543424
498,0.498,19999.998956443083,14999.99989495396,0.00011898852212914448,0.0008195223506122003
499,0.499,19999.998959010936,14999.999894964623,0.00011887710724443772,0.0008170765743415542
500,0.5,19999.99896157112,14999.999894975252,0.00011876602561535963,0.0008146381006609783
